"molregno","standard_inchi","canonical_smiles","SAMPLE","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2274414,567200,46217,753873,"=",85000.0,"nM",1,"IC50",,,"Inhibition of human CYP2C19","A",,,"Homo sapiens",9606,,,,,12912,"D",9,"Autocuration",1,,"CHEMBL1029112","SINGLE PROTEIN","Cytochrome P450 2C19",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2274415,567207,46217,753873,">",500.0,"mg kg-1",0,"Activity",,,"Toxicity in po dosed mouse assessed as maximal nonlethal dose administered as single dose","A",,,"Mus musculus",10090,,,,,50594,"N",1,"Autocuration",1,,"CHEMBL1029945","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2357240,552333,42108,767252,"=",60.0,"%",0,"Activity",,,"Effect on human MRP2-mediated estradiol-17-beta-glucuronide transport in Sf9 cells inverted membrane vesicles relative to control","B",,,"Homo sapiens",9606,,,,,101311,"D",9,"Autocuration",1,,"CHEMBL1006005","SINGLE PROTEIN","Canalicular multispecific organic anion transporter 1",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395248,494886,45429,728912,"=",11.2,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 in human erythrocytes after 48 hrs by [3H]hypoxanthine uptake","F",,,"Plasmodium falciparum 3D7",36329,,,,,50425,"N",1,"Autocuration",1,,"CHEMBL949436","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395253,494887,45429,728912,"=",9.6,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3 in human erythrocytes after 48 hrs by [3H]hypoxanthine uptake","F",,,"Plasmodium falciparum HB3",137071,,,,,50425,"N",1,"Autocuration",1,,"CHEMBL949437","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395258,494888,45429,728912,"=",15.5,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 in human erythrocytes after 48 hrs by [3H]hypoxanthine uptake","F",,,"Plasmodium falciparum K1",5839,,,,,50426,"N",1,"Autocuration",1,,"CHEMBL949438","ORGANISM","Plasmodium falciparum (isolate K1 / Thailand)",5839,"Plasmodium falciparum K1",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395262,494889,45429,728912,"=",2.1,"mg.kg-1",1,"ED50",,,"Antimalarial activity as reduced parasitaemia against Plasmodium berghei ANKA infected CD1 mice (Mus musculus) after 4 days","F",,,"Plasmodium berghei str. ANKA",5823,,,,,50473,"N",1,"Autocuration",1,,"CHEMBL1004632","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395266,494889,45429,728912,"=",3.2,"mg kg-1",0,"ED90",,,"Antimalarial activity as reduced parasitaemia against Plasmodium berghei ANKA infected CD1 mice (Mus musculus) after 4 days","F",,,"Plasmodium berghei str. ANKA",5823,,,,,50473,"N",1,"Autocuration",1,,"CHEMBL1004632","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395271,494890,45429,728912,"=",2.6,"mg.kg-1",1,"ED50",,,"Antimalarial activity as reduced parasitaemia against Plasmodium yoelii 17X infected CD1 mice (Mus musculus) after 4 days","F",,,"Plasmodium yoelii",5861,"17X",,,,50474,"N",1,"Autocuration",1,,"CHEMBL1004633","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395274,494890,45429,728912,"=",3.7,"mg kg-1",0,"ED90",,,"Antimalarial activity as reduced parasitaemia against Plasmodium yoelii 17X infected CD1 mice (Mus musculus) after 4 days","F",,,"Plasmodium yoelii",5861,"17X",,,,50474,"N",1,"Autocuration",1,,"CHEMBL1004633","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395277,494891,45429,728912,">",40.0,"mg kg-1",0,"Activity",,,"Antimalarial activity as ED100 in peripheral blood against Plasmodium yoelii 17X infected CD1 mice (Mus musculus) after 4 days","F",,,"Plasmodium yoelii",5861,"17X",,,,50474,"N",1,"Autocuration",1,,"CHEMBL1004634","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395280,494893,45429,728912,"=",4.4,,0,"Activity",,,"Binding affinity to heme in DMSO assessed as equilibrium constant by UV-visible spectrophotometry","B",,,,,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL1004636","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395317,494885,45429,728912,"=",28000.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP3A4 using N-N,diethyl-formamide as substrate","A",,,"Homo sapiens",9606,,,,,17045,"D",9,"Autocuration",1,,"CHEMBL949435","SINGLE PROTEIN","Cytochrome P450 3A4",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395322,494884,45429,728912,">",100000.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP3A4 using phenyl-piperazinyl-methyl-benzyl-resofurin as substrate","A",,,"Homo sapiens",9606,,,,,17045,"D",9,"Autocuration",1,,"CHEMBL949434","SINGLE PROTEIN","Cytochrome P450 3A4",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395327,494883,45429,728912,"=",15000.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP1A2","A",,,"Homo sapiens",9606,,,,,12594,"D",9,"Autocuration",1,,"CHEMBL949433","SINGLE PROTEIN","Cytochrome P450 1A2",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395332,494881,45429,728912,"=",2700.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP2C8","A",,,"Homo sapiens",9606,,,,,10163,"D",9,"Autocuration",1,,"CHEMBL949431","SINGLE PROTEIN","Cytochrome P450 2C8",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395337,494882,45429,728912,"=",62000.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP2C9","A",,,"Homo sapiens",9606,,,,,12911,"D",9,"Autocuration",1,,"CHEMBL949432","SINGLE PROTEIN","Cytochrome P450 2C9",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395342,494880,45429,728912,">=",85000.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP2C19","A",,,"Homo sapiens",9606,,,,,12912,"D",9,"Autocuration",1,,"CHEMBL949430","SINGLE PROTEIN","Cytochrome P450 2C19",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395347,494879,45429,728912,"=",6100.0,"nM",1,"IC50",,,"Inhibition of human recombinant CYP2D6","A",,,"Homo sapiens",9606,,,,,11365,"D",9,"Autocuration",1,,"CHEMBL949429","SINGLE PROTEIN","Cytochrome P450 2D6",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2395353,494878,45429,728912,"=",2400.0,"nM",1,"IC50",,,"Inhibition of human cloned ERG","B",,,"Homo sapiens",9606,,,,,165,"D",9,"Autocuration",1,,"CHEMBL949428","SINGLE PROTEIN","HERG",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2486433,535800,44610,772179,"=",10.0,"nM",0,"Activity",,,"Inhibition of histamine N-methyl-transferase","B",,,,,,,,,11327,"H",8,"Intermediate",1,,"CHEMBL991565","SINGLE PROTEIN","Histamine N-methyltransferase",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2487328,515008,45486,728641,"=",4.6,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-sensitive Plasmodium falciparum THAI/Thailand as [3H]hypoxanthine uptake after 24 hrs by semi-automated micro dilution","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Autocuration",1,,"CHEMBL979954","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2487348,515009,45486,728641,"=",4.8,"nM",1,"IC50",,,"Antimalarial activity after 24 hrs against chloroquine-resistant Plasmodium falciparum FcB1R/Colombia by [3H]hypoxanthine uptake","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Autocuration",1,,"CHEMBL979955","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2503376,515010,45486,728641,"=",9.4,"nM",1,"IC50",,,"Antimalarial activity after 24 hrs against chloroquine-resistant Plasmodium falciparum K1/Thailand by [3H]hypoxanthine uptake","F",,,"Plasmodium falciparum",5833,"K1/Thailand",,,,50425,"N",1,"Autocuration",1,,"CHEMBL979956","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2503396,515011,45486,728641,"=",2500.0,,0,"Ratio CC50/IC50",,,"Selectivity index, ratio of IC50 for human MRC5 cells to IC50 for chloroquine-resistant Plasmodium falciparum FcB1R/Colombia","U",,,,,,,"MRC5",,22226,"U",0,"Autocuration",1,,"CHEMBL980822","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2503427,515012,45486,728641,"=",12000.0,"nM",1,"CC50",,,"Cytotoxicity against human MRC5 cells after 7 days by MTT assay","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Autocuration",1,,"CHEMBL980823","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2503447,515013,45486,728641,"=",100.0,"%",0,"Activity",,,"Antimalarial activity as reduced parasitaemia in Plasmodium berghei ANKA 65 infected Swiss CD1 mice (Mus musculus) at 10 mg/kg/day peroral dose then intraperitoneal dose for 4 days","F",,,"Plasmodium berghei",5821,,,,,50473,"N",1,"Autocuration",1,,"CHEMBL980824","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2503449,515014,45486,728641,,,,0,"Activity","Active",,"Antimalarial activity as increased mean survival time in Plasmodium berghei ANKA 65 infected Swiss CD1 mice (Mus musculus) at 10 mg/kg peroral dose day 1 with intraperitoneal dose over 4 days","F",,,"Plasmodium berghei",5821,,,,,50473,"N",1,"Autocuration",1,,"CHEMBL980825","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2503461,515017,45486,728641,,,,0,"Activity","Non-toxic",,"Toxicity in Plasmodium berghei ANKA 65 infected Swiss CD1 mice (Mus musculus)","A",,,"Mus musculus",10090,"Swiss CD1",,,,50594,"N",1,"Autocuration",1,,"CHEMBL980828","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2610551,541173,45945,805531,"=",100.0,"ug.mL-1",1,"MIC",,,"Antitubercular activity against Mycobacterium tuberculosis H37Rv after 5 days by microplate alamar blue assay","F",,,"Mycobacterium tuberculosis H37Rv",83332,,,,,50309,"N",1,"Autocuration",1,,"CHEMBL1031572","ORGANISM","Mycobacterium tuberculosis",1773,"Mycobacterium tuberculosis",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2721854,585928,48185,829662,"=",14.5,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1","F",,,"Plasmodium falciparum K1",5839,,,,,50426,"N",1,"Autocuration",1,,"CHEMBL1056783","ORGANISM","Plasmodium falciparum (isolate K1 / Thailand)",5839,"Plasmodium falciparum K1",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2721969,585942,48185,829662,"=",7.4,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum FcB1","F",,,"Plasmodium falciparum",5833,"FcB1",,,,50425,"N",1,"Autocuration",1,,"CHEMBL1056797","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2721975,585943,48185,829662,"=",7.3,"nM",1,"IC50",,,"Antimalarial activity against Plasmodium falciparum THAI","F",,,"Plasmodium falciparum",5833,"THAI",,,,50425,"N",1,"Autocuration",1,,"CHEMBL1056798","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2949772,590761,48495,851595,"=",1400.0,"nM",1,"IC50",,,"Antileishmanial activity against Leishmania donovani MHOM/ET/ 67/HU3 amastigote infected in CD1 mouse peritoneal exudate macrophages assessed as parasite growth inhibition after 5 days by Giemsa staining","F",,,"Leishmania donovani",5661,"MHOM/ET/ 67/HU3",,,,50459,"N",1,"Autocuration",1,,"CHEMBL1037599","ORGANISM","Leishmania donovani",5661,"Leishmania donovani",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2949795,590763,48495,851595,"=",2.15,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-susceptible Plasmodium falciparum 3D7 assessed as inhibition of parasite growth after 48 hrs by [3H]hypoxanthine reuptake assay","F",,,"Plasmodium falciparum 3D7",36329,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL1037601","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2949817,590764,48495,851595,"=",8.61,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 assessed as inhibition of parasite growth after 48 hrs by [3H]hypoxanthine reuptake assay","F",,,"Plasmodium falciparum K1",5839,,,,,50426,"N",1,"Autocuration",1,,"CHEMBL1037602","ORGANISM","Plasmodium falciparum (isolate K1 / Thailand)",5839,"Plasmodium falciparum K1",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",2949840,590765,48495,851595,"=",90000.0,"nM",1,"IC50",,,"Cytotoxicity against human KB cells after 72 hrs by Alamar blue assay","A",,,"Homo sapiens",9606,,,"KB ",,81115,"N",1,"Autocuration",1,,"CHEMBL1037603","CELL-LINE","KB ",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
