"molregno","canonical_smiles","similarity","SAMPLE","Molecule_RDKitCanonical","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13623048,1100464,75451,1933790,,20.88,"pg",0,"MCH","SD=0.41; p-value=0.17; N=5 || Control_MEAN=21.30; Control_SD=0.46; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: MCH (Ery. Mean Corpuscular Hemoglobin); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97774","CHEMBL2836657","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13623049,1100465,75451,1933790,,33.12,"%",0,"MCHC","SD=0.40; p-value=0.71; N=5 || Control_MEAN=33.22; Control_SD=0.44; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: MCHC (Ery. Mean Corpuscular HGB Concentration); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97775","CHEMBL2836658","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13623050,1100466,75451,1933790,,6.72,"%",0,"RETIRBC","SD=0.33; p-value=0.29; N=5 || Control_MEAN=6.94; Control_SD=0.29; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: RETIRBC (Reticulocytes/Erythrocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97776","CHEMBL2836659","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13623051,1100467,75451,1933790,,1215200.0,"cells.uL-1",1,"PLAT","SD=6.60; p-value=0.11; N=5 || Control_MEAN=129.56; Control_SD=7.33; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: PLAT (Platelets); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97777","CHEMBL2836660","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624932,1101110,75451,1933790,,64.48,"fL",0,"MCV","SD=1.74; p-value=0.04; N=5 || Control_MEAN=62.00; Control_SD=1.53; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 6 hr; Dose: High; Route: Gavage | Dataset: Hematology; Assay: MCV (Ery. Mean Corpuscular Volume); Study_ID: 349/14","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"98031","CHEMBL2832183","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624835,1100468,75451,1933790,,9760.0,"cells.uL-1",1,"WBC","SD=30.91; p-value=0.67; N=5 || Control_MEAN=90.92; Control_SD=10.28; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: WBC (Leukocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97778","CHEMBL2836661","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624836,1030081,75451,1933790,,13.6,"%",0,"NEUTLE","SD=6.73; p-value=0.22; N=5 || Control_MEAN=18.40; Control_SD=4.39; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: NEUTLE (Neutrophils/Leukocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97779","CHEMBL2775221","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624837,1030082,75451,1933790,,1.0,"%",0,"EOSLE","SD=0; p-value=0.37; N=5 || Control_MEAN=0.80; Control_SD=0.45; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: EOSLE (Eosinophils/Leukocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97780","CHEMBL2775222","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624838,1030083,75451,1933790,,0.0,"%",0,"BASOLE","SD=0; no p-value obtained; N=5 || Control_MEAN=0; Control_SD=0; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: BASOLE (Basophils/Leukocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97781","CHEMBL2775223","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624839,1030084,75451,1933790,,2.4,"%",0,"MONOLE","SD=0.55; p-value=0.10; N=5 || Control_MEAN=1.80; Control_SD=0.45; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: MONOLE (Monocytes/Leukocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97782","CHEMBL2775224","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624840,1030085,75451,1933790,,82.4,"%",0,"LYMLE","SD=6.73; p-value=0.35; N=5 || Control_MEAN=78.60; Control_SD=5.18; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: LYMLE (Lymphocytes/Leukocytes); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97783","CHEMBL2775225","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624841,1030086,75451,1933790,,15.24,"s",0,"PT","SD=0.34; p-value=0.28; N=5 || Control_MEAN=15.48; Control_SD=0.31; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: PT (Prothrombin Time); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97784","CHEMBL2775226","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624842,1030087,75451,1933790,,21.54,"s",0,"APTT","SD=0.98; p-value=0.77; N=5 || Control_MEAN=21.30; Control_SD=1.44; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: APTT (Activated Partial Thromboplastin Time); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97785","CHEMBL2775227","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624843,1030088,75451,1933790,,3214.0,"ug.mL-1",1,"FIBRINO","SD=15.74; p-value=0.08; N=5 || Control_MEAN=298.20; Control_SD=20.41; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 24 hr; Dose: Low; Route: Gavage | Dataset: Hematology; Assay: FIBRINO (Fibrinogen); Study_ID: 349/8","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97786","CHEMBL2775228","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624844,1030089,75451,1933790,,5880000.0,"cells.uL-1",1,"RBC","SD=18.85; p-value=0.03; N=5 || Control_MEAN=615.00; Control_SD=9.22; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: RBC (Erythrocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97813","CHEMBL2775229","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624845,1030090,75451,1933790,,122000.0,"ug.mL-1",1,"HGB","SD=0.27; p-value=0.00074; N=5 || Control_MEAN=13.08; Control_SD=0.25; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: HGB (Hemoglobin); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97814","CHEMBL2775230","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624846,1030091,75451,1933790,,36.96,"%",0,"HCT","SD=0.60; p-value=0.0032; N=5 || Control_MEAN=39.20; Control_SD=0.95; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: HCT (Hematocrit); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97815","CHEMBL2775231","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624847,1030092,75451,1933790,,62.9,"fL",0,"MCV","SD=2.28; p-value=0.54; N=5 || Control_MEAN=63.76; Control_SD=2.01; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: MCV (Ery. Mean Corpuscular Volume); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97816","CHEMBL2775232","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624848,1030093,75451,1933790,,20.7,"pg",0,"MCH","SD=0.65; p-value=0.15; N=5 || Control_MEAN=21.28; Control_SD=0.47; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: MCH (Ery. Mean Corpuscular Hemoglobin); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97817","CHEMBL2775233","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624849,1030764,75451,1933790,,32.92,"%",0,"MCHC","SD=0.51; p-value=0.19; N=5 || Control_MEAN=33.36; Control_SD=0.45; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: MCHC (Ery. Mean Corpuscular HGB Concentration); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97818","CHEMBL2778898","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624850,1030765,75451,1933790,,7.56,"%",0,"RETIRBC","SD=0.48; p-value=0.46; N=5 || Control_MEAN=7.30; Control_SD=0.57; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: RETIRBC (Reticulocytes/Erythrocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97819","CHEMBL2778899","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624851,1030766,75451,1933790,,1243600.0,"cells.uL-1",1,"PLAT","SD=8.97; p-value=0.66; N=5 || Control_MEAN=121.92; Control_SD=8.12; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: PLAT (Platelets); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97820","CHEMBL2778900","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624852,1030767,75451,1933790,,8706.0,"cells.uL-1",1,"WBC","SD=25.15; p-value=0.98; N=5 || Control_MEAN=86.72; Control_SD=23.08; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: WBC (Leukocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97821","CHEMBL2778901","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624853,1030768,75451,1933790,,22.4,"%",0,"NEUTLE","SD=3.58; p-value=0.13; N=5 || Control_MEAN=18.20; Control_SD=4.27; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: NEUTLE (Neutrophils/Leukocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97822","CHEMBL2778902","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624854,1030769,75451,1933790,,0.4,"%",0,"EOSLE","SD=0.55; p-value=0.24; N=5 || Control_MEAN=0.80; Control_SD=0.45; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: EOSLE (Eosinophils/Leukocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97823","CHEMBL2778903","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624855,1030770,75451,1933790,,0.0,"%",0,"BASOLE","SD=0; no p-value obtained; N=5 || Control_MEAN=0; Control_SD=0; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: BASOLE (Basophils/Leukocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97824","CHEMBL2778904","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624856,1030771,75451,1933790,,2.6,"%",0,"MONOLE","SD=0.55; p-value=0.12; N=5 || Control_MEAN=1.80; Control_SD=0.84; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: MONOLE (Monocytes/Leukocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97825","CHEMBL2778905","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624857,1030772,75451,1933790,,73.2,"%",0,"LYMLE","SD=2.95; p-value=0.04; N=5 || Control_MEAN=78.20; Control_SD=3.49; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: LYMLE (Lymphocytes/Leukocytes); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97826","CHEMBL2778906","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624858,1030773,75451,1933790,,15.26,"s",0,"PT","SD=0.48; p-value=0.20; N=5 || Control_MEAN=15.78; Control_SD=0.66; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: PT (Prothrombin Time); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97827","CHEMBL2778907","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624859,1030774,75451,1933790,,21.76,"s",0,"APTT","SD=1.34; p-value=0.75; N=5 || Control_MEAN=22.04; Control_SD=1.39; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: APTT (Activated Partial Thromboplastin Time); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97828","CHEMBL2778908","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624860,1030775,75451,1933790,,2950.0,"ug.mL-1",1,"FIBRINO","SD=24.14; p-value=0.26; N=5 || Control_MEAN=313.60; Control_SD=24.79; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 3 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: FIBRINO (Fibrinogen); Study_ID: 349/9","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97829","CHEMBL2778909","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
27150,"COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1",1.0,"SJ000285572-26","C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12",13624861,1030776,75451,1933790,,6234000.0,"cells.uL-1",1,"RBC","SD=30.21; p-value=0.34; N=5 || Control_MEAN=641.00; Control_SD=24.20; Control_N=5",,"Open TG-GATES: Regimen: Single; Time: 6 hr; Dose: Middle; Route: Gavage | Dataset: Hematology; Assay: RBC (Erythrocytes); Study_ID: 349/10","T","In vivo",,"Rattus norvegicus",10116,"Sprague-Dawley","Blood",,,50597,"N",1,"Autocuration",11,"97856","CHEMBL2778910","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",0,28,,867,"A Active",0.99,0.06,0.053,0.068,45640307,"ENAMINE","Z320115422"
