SAMPLE	MAR3D7_pEC50	Canonical_Smiles
SJ000550930-1	ND	Cc1cc(C)cc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)c1
SJ000550929-1	ND	Cc1onc(c1C(=O)Nc2ccc(Br)cc2C)c3c(Cl)cccc3Cl
SJ000551099-1	ND	Cc1nc(SCC(=O)N)n(c1C)c2ccccc2
SJ000550550-1	ND	Cn1ccnc1SCC(=O)Nc2ccc(F)c(F)c2F
SJ000550928-1	ND	CCc1ccccc1NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl
SJ000551147-1	ND	CC(=O)Nc1ccc(NC(=O)CSc2nccn2C)cc1C
SJ000329214-2	ND	Brc1ccc(cc1)C(=O)Nc2nonc2c3ccccc3
SJ000551069-1	4.8234742291703	Cc1cccc(NC(=O)CSc2nc(C)c(C)n2c3ccccc3)c1C
SJ000550489-1	4.8234742291703	CCOC(=O)C1=C(C)NC2=C(C1c3cc(OC)c(OC)c(OC)c3)C(=O)CC(C2)c4ccc(Cl)cc4
SJ000550370-1	ND	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(OC)cc4)C(=O)OCCOC
SJ000550428-1	ND	CCOCCOC(=O)C1=C(C)NC2=C(C1c3ccc(OCC)cc3)C(=O)CC(C2)c4ccc(Cl)cc4
SJ000550400-1	6.17120566078433	COCCOC(=O)C1=C(C)NC2=C(C1c3ccc(Cl)cc3)C(=O)CC(C2)c4ccc(OC)cc4
SJ000550390-1	ND	CCCOC(=O)C1=C(C)NC2=C(C1c3ccc(OCCC)cc3)C(=O)CC(C2)c4ccc(Cl)cc4
SJ000550389-1	4.8234742291703	CCOc1cc(cc(Cl)c1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCCOc5ccccc5
SJ000550387-1	ND	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccccc4)C(=O)OCCc5ccccc5
SJ000550368-1	4.8234742291703	CC1=C(C(C2=C(CC(CC2=O)c3ccccc3)N1)c4ccc(F)cc4)C(=O)OCCOc5ccccc5
SJ000550394-1	ND	COc1ccc(cc1)C2CC3=C(C(C(=C(C)N3)C(=O)OCCOc4ccccc4)c5cccc(OC)c5)C(=O)C2
SJ000550401-1	ND	COc1cccc(c1)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCCOc5ccccc5
SJ000550395-1	4.8234742291703	COC(=O)C1=C(C)NC2=C(C1c3cccc(O)c3)C(=O)CC(C2)c4ccc(Cl)cc4
SJ000550376-1	ND	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCCc5ccccc5
SJ000550385-1	ND	COc1ccc(cc1)C2CC3=C(C(C(=C(C)N3)C(=O)OCCOc4ccccc4)c5ccc(Cl)c(Cl)c5)C(=O)C2
SJ000550372-1	ND	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCc5ccccc5
SJ000550373-1	4.8234742291703	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OC(C)CC
SJ000550374-1	ND	CCOc1ccccc1C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCCOc5ccccc5
SJ000550392-1	ND	CCOc1cc(cc(Cl)c1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccccc4)C(=O)OC
SJ000550391-1	ND	CCOc1cc(cc(Cl)c1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(OC)cc4)C(=O)OC
SJ000550393-1	ND	CCOCCOC(=O)C1=C(C)NC2=C(C1c3ccc(O)cc3)C(=O)CC(C2)c4ccc(Cl)cc4
SJ000550399-1	4.8234742291703	CC1=C(C(C2=C(CC(CC2=O)c3ccc(Cl)cc3)N1)c4cccc(O)c4)C(=O)OCCOc5ccccc5
SJ000550371-1	ND	CC1=C(C(C2=C(CC(CC2=O)c3ccc(Cl)cc3)N1)c4ccc(Cl)cc4)C(=O)OCCOc5ccccc5
SJ000550369-1	ND	CC1=C(C(C2=C(CC(CC2=O)c3ccccc3)N1)c4ccc(O)cc4)C(=O)OCCOc5ccccc5
SJ000550378-1	5.30032558070973	CCOC(=O)C1=C(C)NC2=C(C1c3cc(Br)c(O)c(OC)c3)C(=O)CC(C2)c4ccc(OC)cc4
SJ000550398-1	ND	CC1=C(C(C2=C(CC(CC2=O)c3ccc(Cl)cc3)N1)c4ccc(O)cc4)C(=O)OCCOc5ccccc5
SJ000550377-1	6.13443062371671	CCOC(=O)C1=C(C)NC2=C(C1c3cccc(F)c3)C(=O)CC(C2)c4ccc(OC)cc4
SJ000550375-1	4.8234742291703	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCC(C)C
SJ000551136-1	ND	CCn1cc(cn1)c2nnc(SCC(=O)Nc3ccccc3C)n2CC
SJ000551138-1	ND	CCOC(=O)c1cnn(c1NC(=O)CSCc2ccc(F)cc2)c3ccccc3
SJ000551137-1	ND	CCn1cc(cn1)c2nnc(SCC(=O)NCc3ccc(Cl)cc3)n2CC
SJ000551135-1	ND	CCOc1ccc(NC(=O)CSc2nnc(c3cnn(CC)c3)n2CC)cc1
SJ000551117-1	ND	CC(C)c1ccc(OCc2nnc(SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F)n2C)cc1
SJ000366325-2	ND	Cn1ccnc1SCC(=O)Nc2c(Cl)cccc2Cl
SJ000551098-1	ND	FC(F)(F)c1cccc(NC(=O)CSc2nnc(c3cccc(Br)c3)n2CC=C)c1
SJ000551140-1	ND	CCN(CC)C(=O)c1sc2N=C(SCC(=O)Nc3cccc(c3)C(F)(F)F)N(C(=O)c2c1C)c4ccccc4
SJ000551102-1	ND	Cc1ccc(cc1C)n2c(SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F)nnc2c4ccncc4
SJ000551095-1	ND	Cc1cccc(OCCn2c(SCC(=O)Nc3ccccc3)nc4cc(ccc24)C(F)(F)F)c1
SJ000551116-1	ND	Cc1cccc(c1)n2c(C)nnc2SCC(=O)Nc3cccc(c3)C(F)(F)F
SJ000551121-1	ND	Cn1ccnc1SCC(=O)Nc2ccc(Br)cc2C(F)(F)F
SJ000551093-1	ND	COc1ccc(NC(=O)CSc2nccn2C)c(OC)c1
SJ000551118-1	4.8234742291703	CCn1c(SCC(=O)Nc2cc(ccc2Cl)C(F)(F)F)nnc1c3ccccc3Cl
SJ000551096-1	ND	CCc1ccc(NC(=O)CSc2nccn2Cc3ccccc3)cc1
SJ000551103-1	ND	Cc1ccc(cc1C)n2c(C)nnc2SCC(=O)Nc3ccc(Br)cc3C(F)(F)F
SJ000551112-1	4.8234742291703	CCn1c(CSCc2ccc(F)cc2)nnc1SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F
SJ000414813-2	ND	CCc1cccc(C)c1NC(=O)CSc2nccn2C
SJ000550669-1	5.25916003629449	COc1ccc(CCNCC(O)Cn2c3ccccc3c4ccccc24)cc1OC
SJ000550876-1	4.8234742291703	OC(CNc1ccc(Cl)cc1)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24
SJ000550667-1	5.29317833759692	CC(C)(CO)NCC(O)Cn1c2ccc(Cl)cc2c3cc(Cl)ccc13
SJ000550671-1	ND	CCCCOCC(O)Cn1c2ccccc2c3ccccc13
SJ000550690-1	ND	COc1ccc(NC(=O)CC2N(CCC(C)C)C(=O)N(C2=O)c3cccc(OC)c3)cc1
SJ000550672-1	4.8234742291703	COc1ccc(Cl)cc1NCC(O)Cn2c3ccccc3c4ccccc24
SJ000550874-1	ND	CCn1c2ccccc2c3cc(CN4CCCC(O)C4)ccc13
SJ000550652-1	ND	CCNC(=O)CC1N(CCOC)C(=O)N(C1=O)c2cccc(C)c2
SJ000550840-1	5.28303231397824	Cc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)cc1
SJ000550844-1	5.35627909142151	OC(CNc1ccccc1)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24
SJ000550879-1	ND	COc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)cc1
SJ000550873-1	5.20893452465558	CC(C)(C)NCC(O)Cn1c2ccccc2c3ccccc13
SJ000550877-1	5.3598132490837	OC(CNc1cccc2ccccc12)Cn3c4ccc(Cl)cc4c5cc(Cl)ccc35
SJ000550843-1	5.43603274235784	Cc1ccccc1NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24
SJ000550870-1	ND	OC(CN1CCCCC1)Cn2c3ccccc3c4cc(Cl)ccc24
SJ000550842-1	5.35446958637707	Cc1cccc(NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)c1
SJ000550845-1	4.8234742291703	OC(CNc1ccccc1)Cn2c3ccccc3c4ccccc24
SJ000550689-1	ND	CC(C)N1C(CC(=O)Nc2ccc(F)cc2)C(=O)N(C1=O)c3ccc(F)cc3
SJ000550683-1	ND	OCCNCC(O)Cn1c2ccc(I)cc2c3cc(I)ccc13
SJ000550868-1	ND	COc1cccc(NCC(O)Cn2c3ccccc3c4ccccc24)c1
SJ000550676-1	4.8234742291703	Cc1cccc(NCC(O)Cn2c3ccccc3c4ccccc24)c1C
SJ000550688-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(CCC(C)C)C(=O)N(C2=O)c3ccc(F)cc3)cc1
SJ000550647-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(CCOC)C(=O)N(C2=O)c3cccc(OC)c3)cc1
SJ000550648-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(Cc3ccc(OC)c(OC)c3)C(=O)N(C2=O)c4cccc(OC)c4)cc1
SJ000550653-1	ND	CCCOc1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3ccc(Cl)cc3)cc1
SJ000550649-1	ND	COc1ccc(cc1)N2C(=O)C(CC(=O)Nc3ccc(F)cc3)N(CCC(C)C)C2=O
SJ000550675-1	5.21212629589614	Cc1cccc(NCC(O)Cn2c3ccc(Br)cc3c4cc(Br)ccc24)c1C
SJ000550472-1	4.8234742291703	CCN(CC)CCN1C(=N)N(CC(O)COc2ccccc2)c3ccccc13
SJ000550642-1	4.8234742291703	Fc1cccc(NC(=O)CC2N(CCc3ccccc3F)C(=O)N(C2=O)c4cccc(F)c4)c1
SJ000550640-1	ND	CCOC(=O)c1cccc(NC(=O)CC2N(Cc3ccc(F)cc3)C(=O)N(C2=O)c4ccccc4)c1
SJ000550841-1	4.8234742291703	Cc1ccc(NCC(O)Cn2c3ccccc3c4ccccc24)cc1
SJ000550691-1	ND	O=C(Nc1ccc2OCC(=O)Nc2c1)c3cc4ccccc4s3
SJ000550643-1	ND	CCCOc1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3ccc(F)cc3)cc1
SJ000550692-1	ND	O=C(Nc1ccc2CCC(=O)Nc2c1)c3cccs3
SJ000550661-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(Cc3ccc(OC)cc3)C(=O)N(C2=O)c4ccc(F)cc4)cc1
SJ000550660-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3ccccc3)cc1
SJ000550693-1	ND	O=C(Nc1ccc2SCC(=O)Nc2c1)C3CCCC3
SJ000550892-1	6.49927832590794	CC(=O)Nc1ccc(cc1)c2nc3cc(ccc3[nH]2)c4nc5cc(NC(=O)C)ccc5[nH]4
SJ000550694-1	ND	O=C(Nc1ccc2SCC(=O)Nc2c1)C3CCCCC3
SJ000550897-1	4.8234742291703	O=C(Cc1ccccc1)Nc2ccc(cc2)c3nc4cc(NC(=O)Cc5ccccc5)ccc4[nH]3
SJ000550696-1	ND	CCc1cccc(NC(=O)C(C)C2Sc3ccccc3NC2=O)c1
SJ000550698-1	ND	CC(NC(=O)CC1Sc2ccccc2NC1=O)c3ccccc3
SJ000550700-1	ND	O=C(CC1Sc2ccccc2NC1=O)NC3CCCCC3
SJ000550889-1	ND	CC(=O)Nc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccc(NC(=O)C)cc5)ccc4[nH]3
SJ000550703-1	ND	O=C(CC1Sc2ccccc2NC1=O)Nc3ccc(cc3)N4CCCCC4
SJ000550796-1	4.8234742291703	Nc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccc(N)cc5)ccc4[nH]3
SJ000550702-1	ND	O=C(CC1Sc2ccccc2NC1=O)Nc3ccccc3NC(=O)CC4Sc5ccccc5NC4=O
SJ000550639-1	ND	COCCN1C(CC(=O)Nc2ccc(F)cc2)C(=O)N(C1=O)c3cccc(C)c3
SJ000288308-3	5.63968377214847	Nc1ccc(cc1)c2nc3cc(ccc3[nH]2)c4nc5cc(N)ccc5[nH]4
SJ000550665-1	4.8234742291703	Fc1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3ccc(Cl)cc3)cc1
SJ000550663-1	4.8234742291703	CCOC(=O)c1cccc(NC(=O)CC2N(Cc3ccccn3)C(=O)N(C2=O)c4ccc(F)cc4)c1
SJ000550743-1	ND	CCN1\C(=C/2\S\C(=C\3/C(=NNC3=O)C)\N(CC=C)C2=O)\Sc4ccc(OC)cc14
SJ000550666-1	4.8234742291703	COc1ccc(CCN2C(CC(=O)Nc3ccc(F)cc3)C(=O)N(C2=O)c4cccc(Cl)c4)cc1
SJ000550630-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3ccc(Cl)cc3)cc1
SJ000550761-1	ND	CCN1\C(=C/2\C(=NN(C2=O)c3ccccc3)C)\S\C(=C/C=C\4/Sc5ccc(OC)cc5N4CC)\C1=O
SJ000550632-1	ND	COc1ccc(NC(=O)CC2N(CCN3CCN(C)CC3)C(=O)N(C2=O)c4ccc(OC)cc4)cc1
SJ000550753-1	5.33751989385777	CCN1\C(=C/C=C(\C)/C=C/c2sc3ccccc3[n+]2CC)\Sc4ccccc14
SJ000550631-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(Cc3ccc(OC)cc3)C(=O)N(C2=O)c4ccc(OC)cc4)cc1
SJ000550633-1	ND	COc1ccc(CN2C(CC(=O)Nc3ccc(F)cc3)C(=O)N(C2=O)c4ccc(Cl)cc4)cc1
SJ000550751-1	5.30973266182695	CC[n+]1c(\C=C\2/SCC(=O)N2CC=C)sc3ccccc13
SJ000550634-1	ND	Clc1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3ccc(Cl)cc3)cc1
SJ000550765-1	4.8234742291703	CCN1\C(=C\C=C\C=C\c2sc3ccccc3[n+]2CC(=O)O)\Sc4ccccc14
SJ000550781-1	5.36700640595314	CCN1C=C\C(=C/C=C/2\S\C(=C/c3sc(c4ccccc4)c(c5ccccc5)[n+]3CC)\N(CC=C)C2=O)\c6ccccc16
SJ000550635-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(Cc3ccc(F)cc3)C(=O)N(C2=O)c4ccc(F)cc4)cc1
SJ000550782-1	6.30445382707616	CCN1\C(=C\c2sc3ccc(O)cc3[n+]2CC)\C=Cc4cc(C)ccc14
SJ000550777-1	4.8234742291703	CC[n+]1c(\C=C\c2cc(C)n(c2C)c3ccccc3)sc4ccccc14
SJ000550752-1	ND	CC\C(=C/c1sc2ccc(OC)cc2[n+]1CCO)\C=C\3/Sc4ccc(OC)cc4N3CCO
SJ000550651-1	ND	CC[n+]1c(\C=C\N(C)c2ccccc2)sc3ccc(Cl)cc13
SJ000550779-1	ND	CC[n+]1c(\C=C(/C)\Nc2ccccc2)sc3ccccc13
SJ000550764-1	ND	C\C(=C/c1sc2ccccc2[n+]1CCO)\C=C\3/Sc4ccccc4N3CCO
SJ000550679-1	4.8234742291703	OCCCNCC(O)Cn1c2ccccc2c3ccccc13
SJ000550851-1	4.8234742291703	OC(CN1CCCCCC1)Cn2c3ccccc3c4ccccc24
SJ000550684-1	4.8234742291703	COc1ccc(OC)c(NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)c1
SJ000550658-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(CCCOC)C(=O)N(C2=O)c3ccccc3)cc1
SJ000550685-1	4.8234742291703	COc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)c(OC)c1
SJ000550875-1	5.12644362879842	CCOc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)cc1
SJ000550686-1	4.8234742291703	Cc1ccc(C)c(NCC(O)Cn2c3ccccc3c4ccccc24)c1
SJ000550654-1	ND	CCOC(=O)c1ccc(NC(=O)CC2N(CCOC)C(=O)N(C2=O)c3ccc(F)cc3)cc1
SJ000550655-1	4.8234742291703	CCOC(=O)c1ccc(NC(=O)CC2N(CCC(C)C)C(=O)N(C2=O)c3ccc(OC)cc3)cc1
SJ000550662-1	ND	CCOc1ccc(NC(=O)CC2N(CC=C)C(=O)N(C2=O)c3cccc(Cl)c3)cc1
SJ000550865-1	4.8234742291703	CCn1c2ccccc2c3cc(CNC4CCCCC4)ccc13
SJ000550659-1	ND	COCCN1C(CC(=O)Nc2ccc(OC)cc2)C(=O)N(C1=O)c3ccc(F)cc3
SJ000550857-1	5.34289862271293	CCN(CC)CC(O)Cn1c2ccccc2c3ccccc13
SJ000550656-1	ND	Cc1cccc(c1)N2C(=O)C(CC(=O)Nc3cccc(F)c3)N(CC=C)C2=O
SJ000550858-1	4.8234742291703	CN(C)CC(O)Cn1c2ccc(Cl)cc2c3cc(Cl)ccc13
SJ000550878-1	4.8234742291703	OC(CNc1cccc2ccccc12)Cn3c4ccccc4c5ccccc35
SJ000550657-1	ND	CC(C)N1C(CC(=O)Nc2ccccc2)C(=O)N(C1=O)c3cccc(C)c3
SJ000550859-1	4.8234742291703	OCC(O)Cn1c2ccc(Br)cc2c3cc(Br)ccc13
SJ000550818-1	ND	N=C1N(CCOc2ccccc2)c3ccccc3N1CCN4CCOCC4
SJ000550468-1	5.49055471406441	OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc5ccccc45
SJ000550467-1	5.62317492739093	OC(CN1C(=N)N(CC=C)c2ccccc12)c3ccc(Br)cc3
SJ000550466-1	4.8234742291703	CCOc1ccc(cc1)C(O)CN2C(=N)N(CCN3CCCCC3)c4ccccc24
SJ000550465-1	4.8234742291703	CCCCN1C(=N)N(CC(O)c2ccc(OC)cc2)c3ccccc13
SJ000550469-1	4.8234742291703	CCCCN1C(=N)N(CC(O)COc2ccc(Cl)cc2)c3ccccc13
SJ000550470-1	5.32873817853202	OC(COc1ccc(Cl)cc1)CN2C(=N)N(CCN3CCCCC3)c4ccccc24
SJ000550464-1	ND	CC(C)(C)C(O)CN1C(=N)N(CCN2CCCCC2)c3ccccc13
SJ000550451-1	4.8234742291703	CCCCN1C(=N)N(CC(=O)c2ccc(Br)cc2)c3ccccc13
SJ000550448-1	4.8234742291703	Cc1ccc(cc1)C(=O)CN2C(=N)N(CCN3CCCCC3)c4ccccc24
SJ000550462-1	5.88274861304014	OC(CN1C(=N)N(CCN2CCCC2)c3ccccc13)c4ccc(Cl)c(Cl)c4
SJ000550446-1	4.8234742291703	CCCCN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3ccccc13
SJ000550461-1	6.38983902821115	Cc1ccccc1CN2C(=N)N(CC(O)c3ccc(Cl)c(Cl)c3)c4ccccc24
SJ000550445-1	4.8234742291703	OC(COc1ccccc1)CN2C(=N)N(CCN3CCOCC3)c4ccccc24
SJ000550475-1	ND	OC(COc1ccccc1)CN2C(=N)N(CCN3CCCCC3)c4ccccc24
SJ000550474-1	4.8234742291703	OC(COc1ccc(Cl)cc1)CN2C(=N)N(CCN3CCOCC3)c4ccccc24
SJ000550473-1	4.8234742291703	CCCN1C(=N)N(CC(O)COc2ccc(Cl)cc2)c3ccccc13
SJ000550463-1	4.8234742291703	COc1ccc(cc1)C(O)CN2C(=N)N(CCN3CCCCC3)c4ccccc24
SJ000550471-1	ND	CCN(CC)CCN1C(=N)N(CC(O)COc2ccc(Cl)cc2)c3ccccc13
SJ000550814-1	4.8234742291703	Cc1ccc(OCC(O)CN2C(=N)N(CCN3CCOCC3)c4ccccc24)cc1
SJ000550813-1	5.53396273905669	OC(COc1ccc(Cl)cc1Cl)CN2C(=N)N(CCN3CCCCC3)c4ccccc24
SJ000550381-1	ND	COc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccccc4)C(=O)OCCOc5ccccc5
SJ000550380-1	4.8234742291703	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCCOc5ccccc5
SJ000550812-1	ND	COc1ccc(OCC(O)CN2C(=N)N(CCN3CCOCC3)c4ccccc24)cc1
SJ000550427-1	ND	CCOc1cc(ccc1O)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccccc4)C(=O)OCc5ccccc5
SJ000550811-1	ND	Cc1cccc(OCC(O)CN2C(=N)N(CCN3CCOCC3)c4ccccc24)c1
SJ000550379-1	ND	COCCOC(=O)C1=C(C)NC2=C(C1c3ccc(O)c(OC)c3)C(=O)CC(C2)c4ccc(Cl)cc4
SJ000550425-1	4.8234742291703	COc1ccc(cc1)C2C(=C(C)NC3=C2C(=O)CC(C3)c4ccc(Cl)cc4)C(=O)OCCOc5ccccc5
SJ000550817-1	5.73417700655771	OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4
SJ000550816-1	5.6601163757376	OC(CN1C(=N)N(CC=C)c2ccccc12)c3cccc(Br)c3
SJ000550447-1	ND	N=C1N(CCN2CCOCC2)c3ccccc3N1CC(=O)c4ccccc4
SJ000550450-1	ND	OCCN1C(=N)N(CCN2CCCCC2)c3ccccc13
SJ000550449-1	ND	Cc1ccc(cc1)C(=O)CN2C(=N)N(CCN3CCOCC3)c4ccccc24
SJ000550815-1	5.54057051622857	CN(C)CCCN1C(=N)N(CC(O)c2ccc(Br)cc2)c3ccccc13
SJ000550720-1	ND	COc1ccccc1N2CCN(CC3CC4CC3C=C4)CC2
SJ000551418-1	ND	Cc1cc(nc(n1)N(CCO)CCO)N2CCCCC2
SJ000550732-1	6.29545126655302	Oc1ccc(Br)cc1CN2CCN(Cc3cccc4ccccc34)CC2
SJ000551369-1	4.8234742291703	CCN(CC)c1nc(Nc2ccc(O)cc2)nc(Nc3cc(C)ccc3C)n1
SJ000551416-1	ND	CCNc1nc(nc(n1)N2CCOCC2)N(CC)C#N
SJ000551419-1	5.6095254289031	CC(=O)Nc1cccc(Nc2nc(nc(n2)N3CCCCC3)N(c4ccccc4)c5ccccc5)c1
SJ000551412-1	ND	CCN(C#N)c1nc(nc(n1)N2CCOCC2)N(C)C
SJ000551410-1	ND	CCN(CC)c1nc(nc(n1)N2CCOCC2)N(CC)C#N
SJ000551359-1	ND	CCOC(=O)c1c(C)oc2ccc(OCC(=O)OC(C)C)cc12
SJ000551425-1	ND	Cc1cc(NCc2ccccc2)nc(n1)N3CCOCC3
SJ000551380-1	ND	CCOC(=O)c1c(C)oc2ccc(OC(=O)C)cc12
SJ000551219-1	ND	CCOC(=O)c1c(C)oc2ccc(OCC=C(C)C)cc12
SJ000551426-1	ND	Cc1cc(Nc2cccc(Cl)c2)nc(n1)N3CCOCC3
SJ000551186-1	ND	CCOC(=O)COc1cc2c(C(=O)OCCOC)c(C)oc2cc1Br
SJ000551427-1	ND	Cc1cc(Nc2ccccc2)nc(n1)N3CCOCC3
SJ000551382-1	ND	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)C)c(OC(=O)C)c12
SJ000551405-1	ND	CC(=O)Nc1cccc(Nc2nc(nc(n2)N3CCOCC3)N(c4ccccc4)c5ccccc5)c1
SJ000551191-1	ND	CCOc1ccc2oc(C)c(C(=O)OCCOC)c2c1
SJ000551192-1	ND	CCOC(=O)C(C)Oc1ccc2oc(C)c(C(=O)OCCOC)c2c1
SJ000551189-1	ND	CCOC(=O)\C=C\COc1ccc2oc(C)c(C(=O)OC)c2c1
SJ000551370-1	4.8234742291703	CCN(CC)c1nc(Nc2cccc(Br)c2)nc(Nc3cc(C)ccc3C)n1
SJ000550725-1	ND	Oc1ccc(Br)cc1CN2CCC(CC2)N3CCOCC3
SJ000498746-2	ND	OCCN1CCN(CC1)C2CCN(Cc3cc(Br)ccc3O)CC2
SJ000550762-1	ND	CCN1\C(=C\c2sc3ccccc3[n+]2CC)\Sc4ccccc14
SJ000550768-1	ND	Oc1ccc(Cl)cc1CN2CCCC(C2)N3CCOCC3
SJ000550759-1	ND	CC\C(=C/c1oc2ccc(OC)cc2[n+]1C)\C=C\3/Sc4ccccc4N3CCCS(=O)(=O)O
SJ000550729-1	ND	[O-][N+](=O)c1cccc(CN2CCN(CC2)C3CC4CCC3C4)c1
SJ000550737-1	ND	Brc1ccccc1CN2CCN(CC2)C3CC4CCC3C4
SJ000550757-1	ND	CCN1\C(=C\C(=C\c2sc3ccc4ccccc4c3[n+]2CCCS(=O)(=O)O)\CC)\Sc5ccc(OC)cc15
SJ000550715-1	ND	Oc1ccc(Br)cc1CN2CCN(CC2)c3ccc(Cl)cc3
SJ000550756-1	ND	CCN1\C(=C\C(=C\c2sc3ccccc3[n+]2CCCS(=O)(=O)O)\OC)\Sc4ccccc14
SJ000550707-1	ND	Brc1ccc(CN2CCN(CC3CC4CC3C=C4)CC2)cc1
SJ000550708-1	4.8234742291703	Clc1ccc(CN2CCN(CC2)C3CC4CCC3C4)cc1
SJ000550710-1	ND	Clc1cccc(c1)N2CCN(CC2)C3CC4CCC3C4
SJ000354397-2	4.8234742291703	OCCC1CN(Cc2cc(Cl)ccc2O)CCN1Cc3ccccc3
SJ000550735-1	ND	C(N1CCN(CC1)C2CC3CCC2C3)c4ccncc4
SJ000550716-1	ND	Clc1cccc(c1)N2CCN(CC3CC4CC3C=C4)CC2
SJ000550721-1	ND	Fc1ccc(cc1)N2CCN(CC3CC4CC3C=C4)CC2
SJ000550717-1	ND	Cc1cccc(N2CCN(CC3CC4CC3C=C4)CC2)c1C
SJ000550713-1	ND	Fc1ccc(cc1)N2CCN(CC2)C3CC4CCC3C4
SJ000550718-1	6.05951124216962	Oc1ccc(Br)cc1CN2CCN(CC2)c3cccc(Cl)c3
SJ000550712-1	ND	OCCOCCN1CCN(CC1)C2CC3CCC2C3
SJ000550719-1	4.8234742291703	Fc1ccccc1N2CCN(CC3CC4CC3C=C4)CC2
SJ000551261-1	ND	CC1(C)CC1C(=O)Nc2ccc(cc2)c3ccc(NC(=O)C4CC4(C)C)cc3
SJ000551156-1	ND	CSc1ccc(cc1)C2NC(=O)c3ccccc3N2
SJ000551175-1	4.8234742291703	COc1c(O)ccc(\C=N\NC(=O)C2CC2(c3ccccc3)c4ccccc4)c1[N+](=O)[O-]
SJ000551258-1	ND	COc1ccc(cc1NC(=O)C2CC2C)C(C)(C)C
SJ000551264-1	ND	O=C(Nc1ccccc1OCCOc2ccccc2)C3CC3
SJ000551168-1	ND	COc1cccc(c1)C2(CC2C(=O)Nc3cccc(c3)[N+](=O)[O-])c4cccc(OC)c4
SJ000551265-1	ND	O=C(Nc1ccccc1OCCCc2ccccc2)C3CC3
SJ000551267-1	ND	O=C(Nc1ccccc1OCc2ccccc2)C3CC3
SJ000551169-1	4.8234742291703	Oc1cc(ccc1NC(=O)C2CC2(c3ccccc3)c4ccccc4)[N+](=O)[O-]
